steamid,yorum,begeni,oynanan_saat
76561198257601674,"""Damn it! These terrorists keep on striking!""
""Then we must find a way to flank them!""
""Yes, let us counter their strike, too.""

- Actual line from the game. Bravo, GabeN. You've done it again.",Evet,59.766666666666666
76561199847534818,"nbvkj,hn",Evet,39.35
76561198840025977,yo,Evet,55.05
76561199652128253,"suck
",Hayır,35.766666666666666
76561198160419566," I would recommend good player base fun game
",Evet,272.1333333333333
76561198842005236,Its osm,Evet,8.483333333333333
76561198394627619,bad game,Hayır,3.7333333333333334
76561199226640928,yep,Evet,444.93333333333334
76561198155174220,ts pmo,Hayır,234.58333333333334
76561198122859627,GOLD GOLD GOLD GOLD GOLD GOLD GOLD,Evet,689.6666666666666
76561198877014194,good game,Evet,46.25
76561198039300660,"Hate that i like this game, but i do and it is a good game. dont spend real money on it or itll be a sink and your wife and kids will leave, but the game will always remain. 1-800-gambling.",Evet,250.38333333333333
76561199249365687,soo good game,Hayır,1193.2333333333333
76561199816552190,Gud gud,Evet,50.016666666666666
76561198874267612,"This game is horrific, you cant play 1 game without a cheater and not to mention the ranking system is absolute shit. after all these years, we just got a game with better graphics which we don't want nor care for. All the money this studio makes and they have zero control over the game except for releasing more cases and pointless skins to showcase with a game full of cheaters. a joke of a game.",Hayır,149.45
76561198367564916,good,Evet,20.683333333333334
76561199833792855,game wouldnt load on AMD BUILD,Hayır,3.683333333333333
76561198449523964,"This game fantastic! Just needs to work on comms, aim, map awareness, crosshair placement, economy management, pistol aim, awp flicks, grenade spots, smoke spots, pop flashes, positioning, bomb plant positions, retake ability, bunny hopping, spray control and getting kills…",Evet,1387.6666666666667
76561199704632669,I LOVE ITTTTTT,Evet,65.45
76561198103919714,I don't want to talk about it. It was a phase...,Hayır,249.35
76561198125812639,"one of the worst god awful games ever created. 
if you like this game you need to be mentally evaluated
unplayable outdated trash filled with cheaters and no life old men who havent gotten off the game since 1998
",Hayır,60.46666666666667
76561199852910259,Finally got a PC. Was forced to play this first. Wasn't terrible. Would play again.,Evet,7.5
76561199522685508,"Bhop ""I am now faster than walk"" - J. Robert Oppenheimer",Evet,34.65
76561199844761346,very good game but a lot of cheaters,Evet,102.23333333333333
76561198303943743,q,Evet,303.0833333333333
76561198340223008,Good game with friends but make sure to have prime or you will face ALOT of cheaters,Evet,91.11666666666666
76561198175228571,I hate myself,Hayır,1032.3666666666666
76561198361336101,"Shit game, shit developer, shadow of former self, gambling platform for children",Hayır,89.13333333333334
76561198882620618,what a love-hate relationship this game is,Evet,274.25
76561199224353806,great starter game when your new to pc. And its a goated classic,Evet,148.38333333333333
76561198059584839,"3100+ Hours Spent on this game, Still Facing the Same Issues
- Shots Not Connecting (CSGO Was more responsive)
- Hackers
-Smurfs
-Gambling Addiction
-Dying to Autonoob
-Vote Kicked by 4 Premates
-Russian Mic blasting music
-Teabag after every death
-12 yo annoying screeching sounds through mic
-Gooners gooning over e-girls",Evet,3194.633333333333
76561198799980519,worst game ever competitive and casual matches has hackers wall hackers aim botters all the hacks and valve allows it been reporting for weeks now but they are still in the game valve doesn't care about it's players so we shouldn't care about them they want us to keep using them but their games show us who they tailor to all the hackers not the innocent players so we need to stand up and stop valve from allowing this cause in every game they ever made hackers took over and they allowed it but if another game dev allows hackers steam/valve bans that dev team from their platform they can't allow them self to allow hackers and ban other devs from doing the same it's either no hackers or they allow every game to have them which option valve/steam which one will you pick,Hayır,48.28333333333333
76561199852456444,Ez,Evet,6.416666666666667
76561198051504424,This is the one you gotta open it!,Evet,548.6
76561198971739335,Great starter game and its a og classic,Evet,115.18333333333334
76561199086898077,easier then val ig,Evet,5.7
76561198884596017,ass,Hayır,788.5666666666667
76561199069622340,poopy,Hayır,78.45
76561199503209349,"motherfucker sons of bitches are waiting by putting aim with awp in dm, you understand the situation",Hayır,1634.2833333333333
76561198135509091,this game is pain,Hayır,1113.0166666666667
76561199088467379,shoot bad guy and win,Evet,123.63333333333334
76561198143050313,i love this game :),Evet,1310.6666666666667
76561198987516923,"I'm 800 dollars deep into opening cases I have to be due for a gold
I do not have a gambling addiction I swear",Evet,272.96666666666664
76561199642802622,Its pretty cool init,Evet,164.18333333333334
76561199378529704,<3,Evet,79.96666666666667
76561199799540914,"CS2 is a fun game that doesn't disappoint, however the cheating situation is bad so wait until valve fixes this",Evet,215.3
76561197999538725,"You'd think with TF2 and CS2, Valve would be able to matchmake, but, apparently not.

Tracked 211 Premier games over a single season - Win%: 49.34, KD: 0.839, KDA: 1.139 (avg. 11-4-14). My teammates were averaging KD/KDAs of 1.08 and 1.397, and my opponents were averaging KD/KDAs of 1.123 and 1.453. I had agency (where I had a better than average KD, KDA and Score per Round) in less than 10% of games, so, why would I keep playing?",Hayır,571.4
76561199502400916,fdd,Evet,67.8
76561199534678140,"Legendary game ❤️‍🔥
",Evet,366.51666666666665
76561198000849463,"Counter-Strike 2 is a tactical first-person shooter that, according to some players, retained the best qualities of previous versions and added new features. 

Some pros of the game:
- improved graphics, soundtrack and skin appearance;
- redesigned maps;
- a new Premier mode and an innovative system of registering moves and hits sub-tick;
- gifts every week;
- lots of different chips.

Some cons:
- the game is computer demanding, not everyone has powerful enough PCs;
- a number of users could not run the game because of errors;
- VAC Live can't cope with the influx of cheaters;
- the game is quite raw.

Opinions about the game can be different, and it is impossible to objectively evaluate Counter-Strike 2, because even before the release players were divided into camps with different attitudes to the shooter.",Evet,13.15
76561198056877146,"don't recommend, still unfortunately going to play though",Hayır,2602.2166666666667
76561199159858720,werty,Evet,348.96666666666664
76561198984288299,"rush b
",Evet,364.4
76561199835206280,i heard more blyat then i love you,Evet,46.85
76561198046894464,"I want to like this game. Every single time I load it up to play a few matches, I want to enjoy it. However, there are an insane amount of hackers which make competitive play horrific and there seems to be no desire to fix this issue.",Hayır,1029.1
76561199468890623,"好玩
",Evet,21.533333333333335
76561198148497046,Look it’s a good game but they don’t do enough to stop hackers.,Hayır,2293.366666666667
76561198858018132,Still the best game ever!,Evet,538.3833333333333
76561199814038313,"Got sucked into gambling

10/10 would recommend",Evet,72.66666666666667
76561199852419175,my fucking nuts hurt,Evet,3.933333333333333
76561198069135335,"Hackers in plenty of games, no over watch because Valve thinks there aren't any - if they limited competitive to accounts with 25+ purchased games they'd eliminate most hackers who own just counter strike and use the account for hacking.",Hayır,1196.95
76561199816474624,"I LOVE CS2, THANK YOU GOD FOR THIS GAME",Evet,232.15
76561199534583544,This game make me horny :),Evet,31.233333333333334
76561199556135211,:),Evet,270.93333333333334
76561198863860734,default fps game,Evet,378.4
76561199538226946,"good
",Evet,13.1
76561199845257201,Cheater game,Evet,76.28333333333333
76561199545446360,nice,Evet,116.03333333333333
76561198826435469,I love to play this game,Evet,389.1
76561199203866363,i am in severe debt,Evet,47.0
76561198038785392,"This game is infested with cheaters how VAC can't see it is beyond me.
",Hayır,847.6
76561199404399797,ggg,Evet,5.216666666666667
76561199848158541,Great game to waste your life on hackers :),Evet,54.25
76561199635829902,"Best shooting game in history, no comparison!
- Flawless graphics
- You can play with friends! (Get stressed!)
- Standard gameplay!

Rating: 10/10
NOTE: I'm horrible!",Evet,172.86666666666667
76561199089415348,"total shit game, never gonna recommend it to anyone cause of cheaters and complete disrespect to common players. valve is making good money from tournaments, cases, skins, etc. and just can not to care a damn about their audience",Hayır,1376.85
76561199830385324,fun,Evet,14.616666666666667
76561199443909805,Just learned there's more to the game than gambling my future kids college fund 10/10,Evet,82.16666666666667
76561199042195027,Too many hackers,Hayır,121.75
76561199746527381,goon,Evet,102.6
76561199848583463,NICE GAME ! (FULL OF CHEATERS),Evet,32.833333333333336
76561198306235784,bullshit neverplay this penis poo,Hayır,86.85
76561199219397512,Its SND.,Evet,948.9
76561199120994695,"bad game:

1. Cheaters
2. Cheaters
3. Cheaters
4. Shit Teamates
5. Cheaters",Evet,1022.8333333333334
76561199105315226,"I really liked this game but this game has many problems.First,You all should fix server problems.There is not turkey server or we can't even choose what server we will play.Second,Hackers.Valve has to create something like vanguard system against hackers but valve doesn't care about this one and it's really important for us players.Because this game losing players day by day but you don't do anything about it.",Evet,28.216666666666665
76561199758806011,ebanoe govno ne regaet 2,Hayır,261.9166666666667
76561199758924000,nn,Evet,377.5
76561199524443866,.,Evet,139.4
76561199828220326,I love this game,Evet,54.31666666666667
76561199719788167,"toop
",Evet,98.73333333333333
76561198838751709,good game sometimes,Evet,940.5333333333333
76561199394136360,"spontanios comust
",Evet,11.5
76561199054844345,,Evet,49.68333333333333
76561199389322109,shittiest fucking game i have ever played,Hayır,98.63333333333334
76561199583618225,love it,Evet,8.766666666666667
76561199104357683,best game ever.,Evet,437.51666666666665
76561199848089003,CS2 is fun frfr,Evet,5.716666666666667
76561199036394606,gold gold gold,Evet,430.6
76561199401772762,https://steamcommunity.com/id/jL-13/inventory/#730_2_38824393599,Evet,487.96666666666664
76561198451162266," recently jumped into Counter-Strike 2, and wow, what an experience! As a long-time fan of the series, I was excited to see how they would take things up a notch. Right off the bat, the graphics are stunning. The maps have such a fresh and vibrant look, and it really enhances the whole gameplay atmosphere.

The mechanics feel smooth and responsive, which is crucial for a game like this. I’ve noticed some new features, which add depth without overwhelming players. The addition of revamped weapons and gadgets gives you more options on how to approach each round. There’s a nice balance that keeps things competitive but also allows for some fun experimenting with strategies.

One thing I love is how the community seems to have embraced the game. It’s easy to find matches, and playing with friends feels as engaging as ever. The teamwork element is still a key part of the game, and I enjoy trying out different roles to see where I fit best.

Overall, Counter-Strike 2 feels like a great evolution of a classic. It captures the essence of what made the earlier games special but adds enough newness to keep things fresh. Whether you’re a veteran or a newcomer, there’s plenty to love here!",Evet,7.866666666666666
76561199059598000,great,Evet,1087.2
76561199379689611,Fk no,Hayır,193.45
76561198263888752,GG,Evet,99.76666666666667
76561199847911740,many fuucking cheaters,Hayır,93.33333333333333
76561198936400894,"Best game ever but it is full of cheaters and i would not recommend it to anyone because there is no any anti cheat and developers are not doing anything about it because they just dont care about cheaters. There are other platforms with anti cheats like ""FACEIT"" but their anti cheat doesnt work properly and there are some cheaters aswell, but they are not the problem on faceit like on cs2 servers where there is atleast 3 cheaters in every game, faceit struggles more with smurfs creating new acc because game is now free  :)",Hayır,2541.2833333333333
76561198378121379,b,Hayır,4.966666666666667
76561198271837475,1231312312313,Hayır,38.1
76561198112497214,"CS2 Frankly fails to live up to the quality gameplay that I had grown to expect of CS games since 1.6 and GO. 

The movement feels off, the ticks and servers problematic, the performance miserable, the gunplay weaker than valorant somehow.",Hayır,260.5833333333333
76561198096578241,"I get shot. I die. I watch my teammates. I think I learn. I respawn. I get shot. I die. I watch my teammates. I think I learn. I respawn. I get shot. I die. I watch my teammates. I think I learn. I respawn. Repeat. 

Overall, 11/10.",Evet,266.53333333333336
76561199825518769,"actually it's good game, but there are so many cheaters even with prime status. fix anticheat",Evet,40.083333333333336
76561198070294816,pew pew pew,Evet,1888.3
76561199302263427,GOLD GOLD GOLD,Evet,66.58333333333333
76561199780654478,a,Evet,99.06666666666666
76561199096931807,"Games tooooo hawd, valve needs to fix their game and ban people who use the AWP, and make the semi-auto cost 2000. PEEEEEWWWWWWZZZZ Nintendo.",Hayır,129.16666666666666
76561199820129475,"hyv
",Evet,34.36666666666667
76561197960836850,cheaters are more prominent  than legit players,Hayır,69.86666666666666
76561198086607928,"Can't find a consistent fix for ""couldn't verify game files..."" crashing error. Got this error at the beginning of a Premier game, could not re-launch the game for some reason, tried everything: restart pc, verify integrity of game files was stuck at 0% forever, disabled steam cloud, everything. Of course after 10 minutes i finally got the game to launch and was unable to join my premier game. How the hell do they let this happen? I've never seen something like this in any other steam game let alone arguably THE biggest Steam game. FIX THE BUG PLEASE HOLY SHIT.",Hayır,139.25
76561198303224396,69IQ braindead headshot simulator,Hayır,592.9333333333333
76561199843344012,"This game is filled with cheaters, Trust factor is broke, VAC is broken.
This game is beyond saving. 

PLS Valve fix it.",Evet,69.6
76561199831416841,"If you wanna play against wallhackers and aimbotters this is a game for you, 90% of this game is either bots or CHEATERS",Hayır,18.716666666666665
76561199738950662,gamba,Evet,11.116666666666667
76561198363715018,VAC LIVE,Evet,1618.2666666666667
76561199165396108,"i like the game but there is too many russians
",Evet,25.9
76561199833889578,Every other lobby has a cheater. No fun.,Hayır,54.86666666666667
76561199644987509,This game is fun but hardly,Evet,278.7
76561199310756004,hard to learn the recoil and aim system of the game but i still enjoy to play it,Evet,31.583333333333332
76561199813254816,"bad gameplay and lots of cheaters, seems to be a game made for cheaters.",Hayır,10.45
76561198062094644,game horrible ruls asf they gave me cooldown 2h cause my team mate shot me,Hayır,533.45
76561198987030805,"One of the worst games ever, 10/10",Evet,22.0
76561199004912887,no,Hayır,907.25
76561199830983840,this thang tuff,Evet,62.86666666666667
76561199504037730,very good yes,Evet,45.88333333333333
76561199742546497,yes,Evet,17.833333333333332
76561198077604223,nice,Evet,930.8833333333333
76561198107737846,daily stress inducer,Evet,2412.7166666666667
76561199521665460,juegazo,Evet,51.516666666666666
76561199305739673,I like this game because burke is terrible at it,Evet,49.25
76561198089429580,good,Evet,355.25
76561199095786525,bylat,Evet,61.06666666666667
76561198985510729,very very nice,Evet,950.95
76561198299248182,this game is bad,Evet,1047.7
76561198262790273,shit game,Evet,578.3333333333334
76561198307829309,"I don't make mistakes, I'm not like the rest of you, I'm stronger, I'm smarter, I'm better, I AM BETTER. I'm not some weak kneed fucking crybaby that goes around fucking apolgizing all the time and why the fuck would you want me to be? All my life people have tried to control me, rich people, powerful people, tried to muzzle me, cancel me, keep me impotent and obedient like I'm a fucking puppet. And you know what it worked, Because I allowed it to work and guess what, If they can control me they can control you, they already do you just realize it. I am done, I am done apolgizing, I am done being persecuted for my strength, You should be thanking christ that I am who I am, because you need me, you need me to save you, You Do, I am the only one who possibly can. You're not the real heroes, I am the real hero, I am the real hero",Hayır,446.05
76561199787572258,joon,Evet,71.4
76561199802136505,Pretty good game valve,Evet,155.8
76561198084525126,+rep,Evet,10.983333333333333
76561199832157132,"very good game
",Evet,45.06666666666667
76561199133146662,"i love 
my rusian crewmate",Evet,108.2
76561199809731688,p cool,Evet,63.38333333333333
76561198028626186,its trash,Hayır,19.133333333333333
76561198372524240,gg,Evet,139.21666666666667
76561199836195553,ИГРА КРУТАЯ Я ДАЖЕ НЕ ОЖИДАЛ ЧТО МЕНЯ ОТПРАВЯТ ВОЕВАТЬ,Evet,18.283333333333335
76561199422188690,FUCKK THIS GARBAGE GAMEEE . ITS BETTER TO MAKE SERVERS JUST FOR HACKERS . CZ THIS GAME IS FULL OF HACKERS . GARBAGE COMPANYY GARBAGE GAMEE . JUST MAKING MONEY FROM HACKS AND NOT EVEN BANS THE HACKERSS LOL.,Hayır,224.86666666666667
76561199852194718,good,Evet,2.75
76561199403514014,"Shit and has alot of hackers
",Hayır,5.866666666666666
76561198075339111,The best free tactical shooter on the market.,Evet,450.3833333333333
76561198860654023,Nur cheater unterwegs alter,Hayır,1492.6666666666667
76561198392905766,Very good game plz play,Evet,22.966666666666665
76561198430313035,"Si, ta bueno.",Evet,1457.6166666666666
76561198325047499,"Kicked me for 2 hours for shooting my teammate with a 100% zeus, trash game fr",Hayır,18.0
76561199527868330,good game,Evet,211.41666666666666
76561199241389050,I enjoy this game even though people have mixed feelings. The more you practice the better you will be period. You dont play for awhile. Don't be surprised to be killed every 5 seconds lol.,Evet,475.85
76561199762735060,PICOVINA BAN ZA NIC KURVA JA TO JEBEM KURVA 1.6 NEBOLA TAKA DOJEBANA KURVA KED JU CHCETE NEHRAJTE 24/7 A DOBRE AKO LOW LEVEL INAC CELY TIM REPORT A POTOM BAN ZA NIC KURVA JEBEM VALVE JEBEM STEAM JEBEM CS 2 CHOĎTE ŠECI DO PIČE,Hayır,158.45
76561198813293697,"That Masterpiece lead me to a gambling addiction, it gave me free russian lessons & it gave me anger issues because of being stuck in silver for almost 1k hours.",Evet,916.2666666666667
76561199806315553,.,Evet,90.48333333333333
76561199658151109,"iti fute nervi
",Evet,117.56666666666666
76561199589144143,sneaky beaky like,Evet,7.483333333333333
76561199849842782,best game i play,Evet,29.0
76561198013888860,fun game you should play fun and would play lots time fun you should play its addicting good game but dont touch gun in real life or somthing bad prob happen...,Evet,8.216666666666667
76561199824621960,This game is very good,Evet,145.66666666666666
76561199198417072,w,Evet,22.166666666666668
76561199553440312,Banned me for no reson,Hayır,61.45
76561199038946570,badass,Evet,153.43333333333334
76561199438235479,nice,Evet,342.0
76561199826409638,pretty good game,Evet,43.38333333333333
76561199838929947,GOOOOOD,Evet,0.8666666666666667
76561199402802969,"very fun
",Evet,58.56666666666667
76561198974199481,"They pulled an Overwatch 2 and it worked????
10/10",Evet,63.35
76561198254417267,good game,Evet,5611.933333333333
76561199848367974,Really great good game yes!,Evet,42.96666666666667
76561199229449960,.,Evet,5.3
76561199851784137,GREAT,Evet,10.283333333333333
76561199165123064,Too Many Cheaters,Hayır,138.75
76561198371781149,OK THAN DOTA,Evet,12.516666666666667
76561199071924508,"THE GAMES SO GOOD VALORANT COPIED IT
",Evet,45.733333333333334
76561198344029239,shit and bad,Hayır,574.2
76561199850954795,good game,Evet,9.866666666666667
76561199201703310,ninjer,Evet,324.56666666666666
76561199806522421,playing compitiive or premier is terrible there are a lot of f****ing cheaters.,Hayır,328.4166666666667
76561198054256991,This game has become UNBELIEVABLY unplayable! This is one of my favorite video games and now all the servers have been taken over by farming bots from China and Russia. VALVE PLEASE DEAL WITH THIS! All the servers have been taken over by external farm bots that kick out all human players. It is currently not even possible to play Hostage Scenario as all servers are taken over by bots that automatically kick out any human players!,Hayır,912.7666666666667
76561199201411006,niceeee :]],Evet,66.16666666666667
76561199125727748,This made me russian,Evet,68.48333333333333
76561199509592297,if you like getting fucked by cheaters in wingman definitely try this game.,Evet,46.35
76561199826474736,vac=valve allows cheats,Hayır,178.7
76561199826183203,got false banned,Hayır,194.51666666666668
76561198166096955,!!!!!!1,Evet,615.1166666666667
76561199430021686,ygugyvitd7b cxgby65,Evet,15.133333333333333
76561199104563241,cheat,Hayır,2344.3166666666666
76561199845904827,tha bast gemer,Evet,27.833333333333332
76561199121342983,This game is pretty fun beside the fact that it make want to take out your eyes and put down a toilet,Evet,585.1166666666667
76561198149065784,shit game,Hayır,105.93333333333334
76561198845438154,5 Stars,Evet,198.43333333333334
76561199844220445,baie lekka,Evet,16.866666666666667
76561198407121595,"u will end up playing this game unwillingly dreading eveyr second of it 
",Hayır,1064.5
76561199725851928,aku tembak nih,Evet,9.966666666666667
76561199129157153,I hate niggas,Evet,8.966666666666667
76561199467025781,feel good,Evet,5.083333333333333
76561198981038112,"This is a good game, reminds me of valorant :)
",Evet,74.73333333333333
76561198807728388,hoping to find my wife here,Evet,187.6
76561199384660326,"So more than a Year after release the same issues still are in the game:
1. CHEATERS, constant cheaters in almost every game some of them so bad at the game you can barely notice if they are cheating or not, others are just blatantly walling. This of course increases Toxicity of all Players since you constantly need to wonder if the enemy was watching you through the walls or just got lucky. Can be fun to Play ""whos cheating detective"" but not if you are trying to Win/Rank Up.
2. Subtick being 64Tick and feeling terrible in Practice. Maybe has gotten very minor improvements compared to release but still in total terrible.
3.Hit registration the Internet is still full of Clips of shots going through enemys Heads or bodys without a hit.
4. Gamemodes missing that we had in Csgo like: Flying Scoutsman, Danger Zone and Hostage.
5. Surfing basically being dead, and the Movement in game in generell is very bad for any Csgo player. Good for COD players maybe since its:
6. Run and Gun espectially effident with Weapons like the Mac10, Mp9 or any other Weapon ingame. Hitting the most random headshots that never should have hit and are 0 Skill but only pressing Mouse 1 While holding +W toward enemys. And Valve actually nerved the Mp9 recently... but only the crouching accuracy. Weird since crouching accuracy is nothing ive ever heard anyone complain about. 
Soooooo if u like Skins and wanna gamble/cheat in a video game CS2 is for you. Otherwise dont play this ""Game"".",Hayır,227.28333333333333
76561198962766688,game memek,Evet,124.25
76561198240905842,"""I really love this game. My entire gaming career is built on the Counter-Strike series, but this game has become unplayable. I’m honestly surprised that a million people still play it at the same time, because it’s just not enjoyable anymore. Basically, every second match we’re up against cheaters. And I’m not saying that just because they’re better and it frustrates me . I’m saying it because it’s obvious they’re cheating, and they’re not even trying to hide it.

After taking a break for a few years and months, I started playing again with my friends, but it turned into another short-lived encounter. VAC simply doesn’t work properly. The whole situation is just ridiculous. I have no problem with CS2 itself .
 I really like the new features, but as long as there are this many cheaters, I’ll sadly have to stay away, even though, as I said, I love the game.

And I know Valve won’t be shaken by the fact that I’m writing this whole rant here, because people will keep playing regardless.",Hayır,1150.9
76561198864286582,got banned for no reason. I play good and game bans me but if someone cheats they don't detect them,Hayır,493.73333333333335
76561199806321242,perfect game ever,Evet,15.1
76561198201257863,.,Evet,616.1833333333333
76561198219768965,honestly the only game i enjoy playing,Evet,42.28333333333333
76561199197881042,mjau,Evet,50.95
76561199327340575,"HEADSHOT GOOD
",Evet,28.666666666666668
76561199086938408,"aliye 
binazire
mahshare",Evet,409.06666666666666
76561199495696469,"nice game, mhm mhm",Evet,125.61666666666666
76561199679042111,"Highly recommend you to play this game instead of valorant because in this game is for man and not for those  baby who play valorant, If you play valorant you are gay if you play this game you are a gigachad.",Evet,94.05
76561199116648188,jbnk bhkbhk hugo,Evet,64.56666666666666
76561199276013670,"nice ass sucking community game
",Evet,945.0166666666667
76561199839627080,is veri gut i lav de game,Evet,57.85
76561198996267806,"Current state of game unplayable, most of the matches has a cheater going 100% rage and not hiding nor denying it. If you want to play FPS casually, look somewhere else.",Hayır,378.48333333333335
76561199778261747,"CS2 is a great update — better graphics and tight, tactical gameplay. A must-play for FPS fans!",Evet,175.11666666666667
76561198056281799,Armory update has ruined this game. It is now filled with bots. Don't waste your time.,Hayır,236.91666666666666
76561199838380389,its very good game and its the best,Evet,64.71666666666667
76561198390654190,Probably the best game to start flirt with men,Evet,714.45
76561198104228376,Can't aim down sites,Hayır,767.0
76561199522295336,very good,Evet,413.21666666666664
76561199235526600,You will hear russians,Evet,23.933333333333334
76561198007345830,gg game,Evet,38.8
76561199853164902,nice,Evet,2.9166666666666665
76561199839978760,Good,Evet,51.71666666666667
76561199379805788,Idk good game,Evet,105.68333333333334
76561199117651820,"I come back everyday from school to play this just to get yelled by some Russians, kebab people, femboys and  12 year old children.",Evet,542.3666666666667
76561199572339286,تغتغبافببققققققققلااتغ,Evet,134.23333333333332
76561199061053845,".
",Evet,15.233333333333333
76561199813672462,shoot,Evet,91.63333333333334
76561199824672907,ok,Evet,11.883333333333333
76561198982878044,8/10,Evet,272.46666666666664
76561198181382525,Simple and fun,Evet,351.28333333333336
76561198826221438,i wanna commit war crimes,Evet,254.3
76561198841244336,shit,Evet,1086.5666666666666
76561199401578471,"How to boil eggs
This method will produce consistent results to the level of doneness you desire no matter what pot you use and how weak or strong your stove is.

1. Boil water first.

2. Gently lower in fridge-cold eggs.

3. Lower the heat slightly – so the eggs don’t crack due to being bashed around but water is still at a gentle boil.

4. Start the timer – 6 minutes for runny yolks, 8 minutes for soft boiled, 10 minutes for classic hard boiled, 15 minutes for unpleasant rubbery whites and powdery dry yolks.

5. Transfer into a large bowl or sink of cold water.

6. Peel under water starting from the base (it’s easier).",Evet,71.46666666666667
76561199657311133,pretty good,Evet,47.983333333333334
76561199534355557,e,Evet,120.95
76561199525885288,"this game is super cool and fun 
",Evet,31.2
76561198111568291,"I have 257 but still kinda trash at this game. But I will say when you find a good group of randoms to play cs2 with the game is popping of no matter if you're winning or losing. My main thing I'm make me sad about this game is that BRING BACK DANGER ZONE, and watch out a lot of people say the n word on this game, I work in a secured facility of sorts and hear it less in there",Evet,258.2
76561199075669189,love this legendary game,Evet,1159.3666666666666
76561198354681696,ffffffffffffff,Evet,19188.483333333334
76561198181907798,"I played CS:Source when I was a kid, but it was mostly because all my friends were playing it. I got this game because, again, most of my friends are playing it. This is the game that taught me not to jump off a bridge just because all my friends are doing it. 

SUPER Toxic fan base. I'm sure they're great people when they're not playing this game, but holy God. 3 hours and I couldn't handle the screaming after that.",Hayır,2.95
76561198268839714,NICE,Evet,11.55
76561198319385723,Good game,Evet,176.46666666666667
76561198227688932,good,Evet,11.75
76561199203009489,it is perfect,Evet,1698.5666666666666
76561198959700896,i lovei t,Evet,1192.3666666666666
76561199804003222,gd game,Evet,263.01666666666665
76561199731690691,CONCORD IS BETTER,Hayır,21.0
76561199475958408,it gud,Evet,20.066666666666666
